Image Name,Label
cables_1.jpg,0
cables_10.jpg,0
cables_100.jpg,0
cables_101.jpg,0
cables_102.jpg,0
cables_103.jpg,0
cables_104.jpg,0
cables_105.jpg,0
cables_106.jpg,0
cables_107.jpg,0
cables_108.jpg,0
cables_109.jpg,0
cables_11.jpg,0
cables_110.jpg,0
cables_111.jpg,0
cables_112.jpg,0
cables_113.jpg,0
cables_114.jpg,0
cables_115.jpg,0
cables_116.jpg,0
cables_117.jpg,0
cables_118.jpg,0
cables_119.jpg,0
cables_12.jpg,0
cables_120.jpg,0
cables_121.jpg,0
cables_122.jpg,0
cables_123.jpg,0
cables_124.jpg,0
cables_125.jpg,0
cables_126.jpg,0
cables_127.jpg,0
cables_128.jpg,0
cables_129.jpg,0
cables_13.jpg,0
cables_130.jpg,0
cables_131.jpg,0
cables_132.jpg,0
cables_133.jpg,0
cables_134.jpg,0
cables_135.jpg,0
cables_136.jpg,0
cables_137.jpg,0
cables_138.jpg,0
cables_139.jpg,0
cables_14.jpg,0
cables_140.jpg,0
cables_141.jpg,0
cables_142.jpg,0
cables_143.jpg,0
cables_144.jpg,0
cables_145.jpg,0
cables_146.jpg,0
cables_147.jpg,0
cables_148.jpg,0
cables_149.jpg,0
cables_15.jpg,0
cables_150.jpg,0
cables_151.jpg,0
cables_152.jpg,0
cables_153.jpg,0
cables_154.jpg,0
cables_155.jpg,0
cables_156.jpg,0
cables_157.jpg,0
cables_158.jpg,0
cables_159.jpg,0
cables_16.jpg,0
cables_160.jpg,0
cables_161.jpg,0
cables_162.jpg,0
cables_163.jpg,0
cables_164.jpg,0
cables_165.jpg,0
cables_166.jpg,0
cables_167.jpg,0
cables_168.jpg,0
cables_169.jpg,0
cables_17.jpg,0
cables_170.jpg,0
cables_171.jpg,0
cables_172.jpg,0
cables_173.jpg,0
cables_174.jpg,0
cables_175.jpg,0
cables_176.jpg,0
cables_177.jpg,0
cables_178.jpg,0
cables_179.jpg,0
cables_18.jpg,0
cables_180.jpg,0
cables_181.jpg,0
cables_182.jpg,0
cables_183.jpg,0
cables_184.jpg,0
cables_185.jpg,0
cables_186.jpg,0
cables_187.jpg,0
cables_188.jpg,0
cables_189.jpg,0
cables_19.jpg,0
cables_190.jpg,0
cables_191.jpg,0
cables_192.jpg,0
cables_193.jpg,0
cables_194.jpg,0
cables_195.jpg,0
cables_196.jpg,0
cables_197.jpg,0
cables_198.jpg,0
cables_199.jpg,0
cables_2.jpg,0
cables_20.jpg,0
cables_200.jpg,0
cables_201.jpg,0
cables_202.jpg,0
cables_203.jpg,0
cables_204.jpg,0
cables_205.jpg,0
cables_206.jpg,0
cables_207.jpg,0
cables_208.jpg,0
cables_209.jpg,0
cables_21.jpg,0
cables_210.jpg,0
cables_211.jpg,0
cables_212.jpg,0
cables_213.jpg,0
cables_214.jpg,0
cables_215.jpg,0
cables_216.jpg,0
cables_217.jpg,0
cables_218.jpg,0
cables_219.jpg,0
cables_22.jpg,0
cables_220.jpg,0
cables_221.jpg,0
cables_222.jpg,0
cables_223.jpg,0
cables_224.jpg,0
cables_225.jpg,0
cables_226.jpg,0
cables_227.jpg,0
cables_228.jpg,0
cables_229.jpg,0
cables_23.jpg,0
cables_230.jpg,0
cables_231.jpg,0
cables_232.jpg,0
cables_233.jpg,0
cables_234.jpg,0
cables_235.jpg,0
cables_236.jpg,0
cables_237.jpg,0
cables_238.jpg,0
cables_239.jpg,0
cables_24.jpg,0
cables_240.jpg,0
cables_241.jpg,0
cables_242.jpg,0
cables_243.jpg,0
cables_244.jpg,0
cables_245.jpg,0
cables_246.jpg,0
cables_247.jpg,0
cables_248.jpg,0
cables_249.jpg,0
cables_25.jpg,0
cables_250.jpg,0
cables_251.jpg,0
cables_252.jpg,0
cables_253.jpg,0
cables_254.jpg,0
cables_255.jpg,0
cables_256.jpg,0
cables_257.jpg,0
cables_258.jpg,0
cables_259.jpg,0
cables_26.jpg,0
cables_260.jpg,0
cables_261.jpg,0
cables_262.jpg,0
cables_263.jpg,0
cables_264.jpg,0
cables_265.jpg,0
cables_266.jpg,0
cables_267.jpg,0
cables_268.jpg,0
cables_269.jpg,0
cables_27.jpg,0
cables_270.jpg,0
cables_271.jpg,0
cables_272.jpg,0
cables_273.jpg,0
cables_274.jpg,0
cables_275.jpg,0
cables_276.jpg,0
cables_277.jpg,0
cables_278.jpg,0
cables_279.jpg,0
cables_28.jpg,0
cables_280.jpg,0
cables_281.jpg,0
cables_282.jpg,0
cables_283.jpg,0
cables_284.jpg,0
cables_285.jpg,0
cables_286.jpg,0
cables_287.jpg,0
cables_288.jpg,0
cables_289.jpg,0
cables_29.jpg,0
cables_290.jpg,0
cables_291.jpg,0
cables_292.jpg,0
cables_293.jpg,0
cables_294.jpg,0
cables_295.jpg,0
cables_296.jpg,0
cables_297.jpg,0
cables_298.jpg,0
cables_3.jpg,0
cables_30.jpg,0
cables_31.jpg,0
cables_32.jpg,0
cables_33.jpg,0
cables_34.jpg,0
cables_35.jpg,0
cables_36.jpg,0
cables_37.jpg,0
cables_38.jpg,0
cables_39.jpg,0
cables_4.jpg,0
cables_40.jpg,0
cables_41.jpg,0
cables_42.jpg,0
cables_43.jpg,0
cables_44.jpg,0
cables_45.jpg,0
cables_46.jpg,0
cables_47.jpg,0
cables_48.jpg,0
cables_49.jpg,0
cables_5.jpg,0
cables_50.jpg,0
cables_51.jpg,0
cables_52.jpg,0
cables_53.jpg,0
cables_54.jpg,0
cables_55.jpg,0
cables_56.jpg,0
cables_57.jpg,0
cables_58.jpg,0
cables_59.jpg,0
cables_6.jpg,0
cables_60.jpg,0
cables_61.jpg,0
cables_62.jpg,0
cables_63.jpg,0
cables_64.jpg,0
cables_65.jpg,0
cables_66.jpg,0
cables_67.jpg,0
cables_68.jpg,0
cables_69.jpg,0
cables_7.jpg,0
cables_70.jpg,0
cables_71.jpg,0
cables_72.jpg,0
cables_73.jpg,0
cables_74.jpg,0
cables_75.jpg,0
cables_76.jpg,0
cables_77.jpg,0
cables_78.jpg,0
cables_79.jpg,0
cables_8.jpg,0
cables_80.jpg,0
cables_81.jpg,0
cables_82.jpg,0
cables_83.jpg,0
cables_84.jpg,0
cables_85.jpg,0
cables_86.jpg,0
cables_87.jpg,0
cables_88.jpg,0
cables_89.jpg,0
cables_9.jpg,0
cables_90.jpg,0
cables_91.jpg,0
cables_92.jpg,0
cables_93.jpg,0
cables_94.jpg,0
cables_95.jpg,0
cables_96.jpg,0
cables_97.jpg,0
cables_98.jpg,0
cables_99.jpg,0
case_1.jpg,1
case_10.jpg,1
case_100.jpg,1
case_101.jpg,1
case_102.jpg,1
case_103.jpg,1
case_104.jpg,1
case_105.jpg,1
case_106.jpg,1
case_107.jpg,1
case_108.jpg,1
case_109.jpg,1
case_11.jpg,1
case_110.jpg,1
case_111.jpg,1
case_112.jpg,1
case_113.jpg,1
case_114.jpg,1
case_115.jpg,1
case_116.jpg,1
case_117.jpg,1
case_118.jpg,1
case_119.jpg,1
case_12.jpg,1
case_120.jpg,1
case_121.jpg,1
case_122.jpg,1
case_123.jpg,1
case_124.jpg,1
case_125.jpg,1
case_126.jpg,1
case_127.jpg,1
case_128.jpg,1
case_129.jpg,1
case_13.jpg,1
case_130.jpg,1
case_131.jpg,1
case_132.jpg,1
case_133.jpg,1
case_134.jpg,1
case_135.jpg,1
case_136.jpg,1
case_137.jpg,1
case_138.jpg,1
case_139.jpg,1
case_14.jpg,1
case_140.jpg,1
case_141.jpg,1
case_142.jpg,1
case_143.jpg,1
case_144.jpg,1
case_145.jpg,1
case_146.jpg,1
case_147.jpg,1
case_148.jpg,1
case_149.jpg,1
case_15.jpg,1
case_150.jpg,1
case_151.jpg,1
case_152.jpg,1
case_153.jpg,1
case_154.jpg,1
case_155.jpg,1
case_156.jpg,1
case_157.jpg,1
case_158.jpg,1
case_159.jpg,1
case_16.jpg,1
case_160.jpg,1
case_161.jpg,1
case_162.jpg,1
case_163.jpg,1
case_164.jpg,1
case_165.jpg,1
case_166.jpg,1
case_167.jpg,1
case_168.jpg,1
case_169.jpg,1
case_17.jpg,1
case_170.jpg,1
case_171.jpg,1
case_172.jpg,1
case_173.jpg,1
case_174.jpg,1
case_175.jpg,1
case_176.jpg,1
case_177.jpg,1
case_178.jpg,1
case_179.jpg,1
case_18.jpg,1
case_180.jpg,1
case_181.jpg,1
case_182.jpg,1
case_183.jpg,1
case_184.jpg,1
case_185.jpg,1
case_186.jpg,1
case_187.jpg,1
case_188.jpg,1
case_189.jpg,1
case_19.jpg,1
case_190.jpg,1
case_191.jpg,1
case_192.jpg,1
case_193.jpg,1
case_194.jpg,1
case_195.jpg,1
case_196.jpg,1
case_197.jpg,1
case_198.jpg,1
case_199.jpg,1
case_2.jpg,1
case_20.jpg,1
case_200.jpg,1
case_201.jpg,1
case_202.jpg,1
case_203.jpg,1
case_204.jpg,1
case_205.jpg,1
case_206.jpg,1
case_207.jpg,1
case_208.jpg,1
case_209.jpg,1
case_21.jpg,1
case_210.jpg,1
case_211.jpg,1
case_212.jpg,1
case_213.jpg,1
case_214.jpg,1
case_215.jpg,1
case_216.jpg,1
case_217.jpg,1
case_218.jpg,1
case_219.jpg,1
case_22.jpg,1
case_220.jpg,1
case_221.jpg,1
case_222.jpg,1
case_223.jpg,1
case_224.jpg,1
case_225.jpg,1
case_226.jpg,1
case_227.jpg,1
case_228.jpg,1
case_229.jpg,1
case_23.jpg,1
case_230.jpg,1
case_231.jpg,1
case_232.jpg,1
case_233.jpg,1
case_234.jpg,1
case_235.jpg,1
case_236.jpg,1
case_237.jpg,1
case_238.jpg,1
case_239.jpg,1
case_24.jpg,1
case_240.jpg,1
case_241.jpg,1
case_242.jpg,1
case_243.jpg,1
case_244.jpg,1
case_245.jpg,1
case_246.jpg,1
case_247.jpg,1
case_248.jpg,1
case_249.jpg,1
case_25.jpg,1
case_250.jpg,1
case_251.jpg,1
case_252.jpg,1
case_253.jpg,1
case_254.jpg,1
case_255.jpg,1
case_256.jpg,1
case_257.jpg,1
case_258.jpg,1
case_259.jpg,1
case_26.jpg,1
case_260.jpg,1
case_261.jpg,1
case_262.jpg,1
case_263.jpg,1
case_264.jpg,1
case_265.jpg,1
case_266.jpg,1
case_267.jpg,1
case_268.jpg,1
case_269.jpg,1
case_27.jpg,1
case_270.jpg,1
case_271.jpg,1
case_272.jpg,1
case_273.jpg,1
case_274.jpg,1
case_275.jpg,1
case_276.jpg,1
case_277.jpg,1
case_278.jpg,1
case_279.jpg,1
case_28.jpg,1
case_280.jpg,1
case_281.jpg,1
case_282.jpg,1
case_29.jpg,1
case_3.jpg,1
case_30.jpg,1
case_31.jpg,1
case_32.jpg,1
case_33.jpg,1
case_34.jpg,1
case_35.jpg,1
case_36.jpg,1
case_37.jpg,1
case_38.jpg,1
case_39.jpg,1
case_4.jpg,1
case_40.jpg,1
case_41.jpg,1
case_42.jpg,1
case_43.jpg,1
case_44.jpg,1
case_45.jpg,1
case_46.jpg,1
case_47.jpg,1
case_48.jpg,1
case_49.jpg,1
case_5.jpg,1
case_50.jpg,1
case_51.jpg,1
case_52.jpg,1
case_53.jpg,1
case_54.jpg,1
case_55.jpg,1
case_56.jpg,1
case_57.jpg,1
case_58.jpg,1
case_59.jpg,1
case_6.jpg,1
case_60.jpg,1
case_61.jpg,1
case_62.jpg,1
case_63.jpg,1
case_64.jpg,1
case_65.jpg,1
case_66.jpg,1
case_67.jpg,1
case_68.jpg,1
case_69.jpg,1
case_7.jpg,1
case_70.jpg,1
case_71.jpg,1
case_72.jpg,1
case_73.jpg,1
case_74.jpg,1
case_75.jpg,1
case_76.jpg,1
case_77.jpg,1
case_78.jpg,1
case_79.jpg,1
case_8.jpg,1
case_80.jpg,1
case_81.jpg,1
case_82.jpg,1
case_83.jpg,1
case_84.jpg,1
case_85.jpg,1
case_86.jpg,1
case_87.jpg,1
case_88.jpg,1
case_89.jpg,1
case_9.jpg,1
case_90.jpg,1
case_91.jpg,1
case_92.jpg,1
case_93.jpg,1
case_94.jpg,1
case_95.jpg,1
case_96.jpg,1
case_97.jpg,1
case_98.jpg,1
case_99.jpg,1
cpu_1.jpg,2
cpu_10.jpg,2
cpu_100.jpg,2
cpu_101.jpg,2
cpu_102.jpg,2
cpu_103.jpg,2
cpu_104.jpg,2
cpu_105.jpg,2
cpu_106.jpg,2
cpu_107.jpg,2
cpu_108.jpg,2
cpu_109.jpg,2
cpu_11.jpg,2
